Datetime,daily_max_power,daily_std_power,kitchen_avg,laundry_avg,hvac_avg
2006-12-16,7.706,1.0263378212904992,0.0,1.378787878787879,12.43939393939394
2006-12-17,7.064,1.2057954435344829,1.4118055555555555,2.907638888888889,9.264583333333333
2006-12-18,6.158,1.0050741549206366,0.7381944444444445,1.820138888888889,9.734722222222222
2006-12-19,7.84,1.23760241627707,0.5826388888888889,5.279166666666667,4.303472222222222
2006-12-20,5.988,1.3209679795468874,0.0,1.8388888888888888,9.765972222222222
2006-12-21,5.854,0.9934318646574589,1.2273991655076495,1.8240611961057023,7.246870653685675
2006-12-22,7.884,1.436179939204263,2.1881944444444446,0.24305555555555555,7.729861111111111
2006-12-23,8.698,1.5032763052392701,1.8534722222222222,0.2951388888888889,10.22638888888889
2006-12-24,6.824,1.2753698232947774,1.1826388888888888,3.529166666666667,4.785416666666666
2006-12-25,6.702,1.4257552983044437,4.597222222222222,1.3625,4.024305555555555
2006-12-26,6.496,0.9575494766645732,0.7541666666666667,1.7590277777777779,10.402083333333334
2006-12-27,5.56,0.8255954029902615,0.0,0.21805555555555556,4.844444444444444
2006-12-28,9.132,1.4362921419326407,1.5326388888888889,3.06875,6.372222222222222
2006-12-29,7.238,1.3134129206327072,0.8694444444444445,3.584722222222222,7.867361111111111
2006-12-30,9.078,1.7414561937258313,2.1363004172461753,5.4874826147426985,8.678720445062586
2006-12-31,6.722,1.1642050770809431,0.0,0.24097222222222223,4.5152777777777775
2007-01-01,3.558,0.9120673043449209,0.0,0.24444444444444444,4.083333333333333
2007-01-02,3.688,0.702746183396342,0.0,0.24166666666666667,4.5569444444444445
2007-01-03,5.19,0.562507154444502,0.0,0.2388888888888889,3.3090277777777777
2007-01-04,5.976,1.16080006300786,0.7298611111111111,5.2756944444444445,7.566666666666666
2007-01-05,5.73,1.0255427941793696,1.0298611111111111,0.26319444444444445,5.279166666666667
2007-01-06,8.044,0.963160297111451,0.9277777777777778,0.2791666666666667,3.9430555555555555
2007-01-07,7.774,1.6683028431485156,1.3798611111111112,5.678472222222222,8.895833333333334
2007-01-08,4.97,0.9102043970863523,0.0,0.32430555555555557,12.185416666666667
2007-01-09,8.67,1.2559920993228828,1.1722222222222223,2.9631944444444445,6.798611111111111
2007-01-10,6.836,1.2914481935287252,0.5354166666666667,3.0944444444444446,7.647222222222222
2007-01-11,7.754,1.4847192483337939,0.9569444444444445,1.5069444444444444,8.621527777777779
2007-01-12,6.478,0.9285887817857009,0.0,0.30486111111111114,5.747222222222222
2007-01-13,9.272,1.901305509911016,5.420833333333333,2.0659722222222223,7.875694444444444
2007-01-14,7.64,1.383875158908826,1.234885337039611,2.92911744266852,9.016678248783878
2007-01-15,5.896,0.9610469913121188,0.7631944444444444,1.554861111111111,10.529861111111112
2007-01-16,5.57,0.9961406379026229,1.4326388888888888,0.44722222222222224,4.571527777777778
2007-01-17,8.0,1.4381090691128076,2.4305555555555554,3.984027777777778,11.155555555555555
2007-01-18,6.808,1.0897883769725356,0.0,0.23333333333333334,9.36875
2007-01-19,6.132,0.9973114846221709,1.4604166666666667,0.22916666666666666,4.980555555555555
2007-01-20,8.658,1.5066381088692833,3.0027777777777778,3.626388888888889,7.944444444444445
2007-01-21,8.018,1.8551407862702096,7.184722222222222,3.865972222222222,8.05486111111111
2007-01-22,7.722,1.234595759646174,0.7319444444444444,2.071527777777778,7.889583333333333
2007-01-23,6.036,1.226923858070117,0.0,0.7388888888888889,3.5145833333333334
2007-01-24,7.248,1.172317007860733,2.4055555555555554,1.7222222222222223,8.155555555555555
2007-01-25,5.832,0.9896069121153739,0.8041666666666667,0.18194444444444444,7.804861111111111
2007-01-26,5.024,0.9023785355787479,0.8076388888888889,0.18125,5.720833333333333
2007-01-27,6.204,1.1191024895776893,0.8125,2.7055555555555557,8.593055555555555
2007-01-28,7.552,1.3530701991836516,2.4086170952050034,2.7776233495482976,8.370396108408617
2007-01-29,4.908,0.9339334437077871,0.7798611111111111,0.20416666666666666,10.593055555555555
2007-01-30,6.166,1.1651166165719002,0.7798611111111111,0.9888888888888889,5.659027777777778
2007-01-31,6.59,1.2872800788324854,0.0,4.131944444444445,10.452777777777778
2007-02-01,7.482,1.107042024571097,0.8125,0.26805555555555555,9.128472222222221
2007-02-02,5.448,0.9902841673858678,0.0,0.24722222222222223,7.873611111111111
2007-02-03,7.904,1.3898937081788412,3.2958333333333334,3.1756944444444444,12.384722222222223
2007-02-04,7.698,1.2693117539592433,2.354861111111111,3.192361111111111,10.05
2007-02-05,5.816,1.0649207859938055,0.6222222222222222,1.7805555555555554,5.450694444444444
2007-02-06,4.816,0.7795022111362108,0.8229166666666666,0.28125,3.1368055555555556
2007-02-07,6.694,1.1937195517184798,2.2909722222222224,2.439583333333333,8.323611111111111
2007-02-08,5.58,1.0524453273929169,1.5458333333333334,0.25416666666666665,7.053472222222222
2007-02-09,6.146,1.0075205699836784,0.0,2.1145833333333335,6.784722222222222
2007-02-10,6.88,1.506024559569056,3.5215277777777776,1.9659722222222222,10.003472222222221
2007-02-11,7.426,1.2343661608050598,1.6875,3.3090277777777777,9.106944444444444
2007-02-12,6.514,1.0520934900786523,1.5465277777777777,0.27708333333333335,7.997916666666667
2007-02-13,4.972,0.9400883244759494,0.0,1.9638888888888888,4.344444444444444
2007-02-14,6.008,1.3674042417678116,2.2881944444444446,2.634027777777778,8.040972222222223
2007-02-15,7.234,1.226902915355341,0.0,1.6409722222222223,9.741666666666667
2007-02-16,6.316,1.1356684238903967,0.7972222222222223,0.5965277777777778,6.034027777777778
2007-02-17,7.33,1.2620182624621759,1.2256944444444444,1.5458333333333334,4.970138888888889
2007-02-18,7.16,1.5581848979008395,4.240972222222222,5.557638888888889,9.11736111111111
2007-02-19,7.682,1.3736757781673479,1.1347222222222222,2.013888888888889,9.086805555555555
2007-02-20,8.374,1.2994659394792045,1.4291666666666667,3.604861111111111,6.745138888888889
2007-02-21,8.974,1.2632524415356827,2.4493055555555556,1.6194444444444445,8.019444444444444
2007-02-22,9.41,1.5605483246234553,0.9798331015299027,2.8713490959666204,8.519471488178025
2007-02-23,5.468,0.7174993270934723,0.0,0.34930555555555554,7.490277777777778
